life_0001,"0823豪大雨造成南部地區重大災情，除了淹水災民收拾家園很辛苦，也要帶您來看到辛苦的清潔隊員，台南市環保局統計，麻豆有六個里這回是淹水重災區，光是垃圾清運量就高達一千多噸，而且災後文旦大量落果，現在都堆在馬路旁，也讓清潔隊員載運的很辛苦，工作量是平常的五倍之多。一袋袋文旦落果堆在路旁堆成了小山高，清潔隊員和國軍忙著清運，卻不見果農出面，就有清潔隊員忍不住PO網吐苦水，說823大家的心情都很低落，我們從家具到落果一直清，但農民你們的生財器具也不要完全落在我們清潔隊員身上好嗎。因為這陣子清潔隊員的工作量爆增了五倍，麻豆是文旦的重要產地，之前8/23日連日大雨造成當地六個里成了淹水重災區，家家戶戶都泡在水裡，文旦也被水淹沒，好不容易大水退去，農民才有時間清理落果，也表示很感謝清潔隊員，台南市環保局呼籲，農民若需清理落果，可以先將落果集中後打電話通知清潔隊，他們很願意幫農民的忙，共體時艱盡速協助居民重建家園。",life
sports_0002,"108年全國運動會10月份將在桃園登場，主辦的桃園市政府找來男性時尚媒體跨界合作，還邀請連續3年擔任金曲獎視覺統籌的顏伯駿，操刀設計桃園隊的全新LOGO，帶給外界耳目一新的感受。昨(15)日，桃園市政府舉辦全運會跨界合作記者會，市長鄭文燦還宣布，這次全運會不找明星當代言人，而是要替參賽選手拍時尚宣傳片，讓選手自己來代言全運會。桃園市長鄭文燦和時尚媒體總編輯宣布要一起打造108年全國運動會的全新形象，這場跨界合作發布會還發表了由擔任金曲獎視覺統籌的顏伯駿，替桃園隊設計的全新LOGO，現場還同時發布，由參賽選手親身演出的全運會宣傳片，桃園市長鄭文燦表示：「讓選手自己來代言全運會，那同時用跨境跨越合作，用名人網紅，各縣市的地方的人士，來推薦全國運動會。」桃園市政府要結合運動、時尚以及設計三大面向，來打造全運會成為知名品牌。",sports
international_0003,"10月底「美台國防工業會議」將在美國登場，國防部證實確實有收到邀請函，但國防部長嚴德發是否率團參加，還需要進一步綜合各項因素考量。美台國防工業會議，是台美雙邊年度重要軍事交流，因為時間點適逢立法院開議期間，以及還要了解會議內容和美方出席人員，才能進一步確定國防部長嚴德發是否率團參加，如果嚴德發最後成行，將會突破這10年來由副部長率團的慣例。",international
life_0004,"1歲以上寶寶，最近要打公費常規疫苗，或75歲以上長者想打肺炎鏈球菌疫苗，可以再等幾天，省一點錢。疾管署昨公布，公費疫苗接種處置費新制將於9月1日上路，屆時接種公費疫苗，均不用額外負擔診察費，以1歲以上幼兒應接種劑次計算，可省千元。過去疾管署補助醫療院所施打公費疫苗處置費，原僅限公費流感疫苗，及1歲以下常規接種的10劑針劑，1歲以上寶寶施打公費疫苗就得另收診療費，各醫療院所收費從50到300元不等。行政院通過將全面補助疫苗接種處置費，補助擴大到1歲以上所有上國小之前的兒童公費疫苗共20劑，疫苗基金每年估增支出2.7億元。",life
life_0005,"2020台灣燈會，今年在台中結合了大量的原住民文化。主展區的原藝交響燈區，是以台灣16族及南島語系原住民族樂器、歌舞文化為主題。除了特色的原民歌舞表演。現場也有文創攤位，跟手工藝品DIY，讓民眾賞燈還可以逛逛攤位。整齊劃一的舞步，配上節奏明快的音樂，舞者們在特別設計的部落客廳，翩翩起舞，這是2020台中燈會，原藝交響燈區的特別表演，這次的台灣燈會，結合大量的原住民文化，除了歌舞表演，更有台灣16族及南島語系原住民族樂器當作主題，透過特殊的裝置藝術，讓民眾了解原住民文化。台中市政府原民會主委林益陸：「可以聽聽原住民樂器的音樂聲，那也結合了藝術家，來製作五個藝術燈組。」每個大型燈飾背後都有個小故事，像是雲豹就是魯凱族的精神表徵，而邵族的原住民就是追逐白鹿，才定居到日月潭的傳奇故事，除了賞燈也能逛逛文創攤位，展期將從2月8日至2月23日，歡迎大朋友小朋友一同前往。",life
life_0006,"2020年台北燈節，將在2月8日到16日登場，今度以轉洞台北轉動光為主題，首次採用東區、西區雙主場、雙主燈的概念呈現，台北市府觀傳局也在今(21)日上午舉行記者會，公開東區西區的各亮點。設置在西門町的西區主燈，是充滿童趣的躲貓貓，展示白色大貓咪與鼠寶寶，而在中華路上的樂不思鼠來尋寶，融合互動投影技術，民眾的影子變成老鼠，北門也在燈節期間，每天晚上7時開始，每30分鐘有鼓動北門的光雕展演。",life
politics_0007,"2020總統大選電視辯論會昨天下午登場，國民黨總統候選人韓國瑜痛批三立電視台沒有良心，蘋果日報沒水準，也酸了中央社，台北市長柯文哲昨晚到高雄時，被問到這個問題，說媒體不用太刻意去罵，但也笑說，他的夫人陳佩琪也有告過三立，一度笑到咳嗽。立委候選人(親)秦詩雁vs.民眾黨主席柯文哲:「哇，那明天那個店會爆滿。」大口大口吃，讓人好奇什麼東西讓民眾黨主席柯文哲吃得津津有味，原來是貢丸湯，塞的嘴巴滿滿，再大喝一口湯，柯文哲週末晚上到高雄鳳山，拜訪親民黨立委候選人秦詩雁，為大家加油打氣。民眾黨主席柯文哲vs.立委候選人(親)秦詩雁:「柯文哲加油，秦詩雁凍蒜。」柯文哲也被問到總統候選人政見辯論會上，國民黨總統候選人韓國瑜，罵了蘋果日報中央社和三立，怎麼看，柯文哲:「也不用太刻意去罵啦，不過我這樣講有時候不公平，因為陳佩琪也告過三立。」柯文哲笑到咳嗽，也認為媒體做為第四權，應該要越來越好，柯文哲:「媒體跟政治的連結性太強，那的確是我們台灣的問題啦。」柯文哲認為，台灣還是要脫離藍綠的領導才是辦法，為自己的民眾黨拉抬聲勢。",politics
politics_0008,"2020總統大選，總統蔡英文成功連任，可以再做四年，受訪的學者認為不意外，一致認為民進黨成功主導了選戰議題的走向，不只國民黨只能跟著走，也讓人民、不再把執政黨對於一例一休和年金改革的施政爭議，放在選擇候選人的議題首位。而國際情勢和亡國感，成功讓執政團隊站穩腳步，成為蔡英文勝選主因。民進黨推出的2020大選最強組合，蔡英文和賴清德，兩人搭檔，成功讓民進黨可以延續接下來四年的執政，在十月份國民黨的韓國瑜全力投入總統選戰後，雙方纏鬥了將近三個月，民進黨勝選原因，學者直接點出。政治評論員周偉航：「蔡政府在一月二日以後，成功地運用了這個習近平的一系列談話去營造出一個所謂的亡國感的這樣子，延續香港反送中情緒這樣的一個操作，現讓她自己站穩陣腳」。不過執政黨的施政，不是沒有爭議，一例一休和年金改革，都曾讓民眾憤怒上街，難道大家忘了嗎，受訪的學者一致認為，民進黨成功操作選戰期間議題的走向，台藝大廣電系教授賴祥蔚：「不意外，因為民進黨真的很會選舉，我們往往看到的是民進黨指定了題目，國民黨跟著討論，所以國民黨講得再怎麼好，他最多是平手，講得不好他就輸了嘛」。不管是在政見會或是接受訪問時，藍綠雙方都在兩岸關係和國家定位的議題上，布下重兵，政治評論員周偉航：「當雙方都在操作這個議題的時候，也就會忘了讓一般的選民遺忘了其它，還有非常多重要議題的存在」。2018年的九合一選舉，已經讓執政黨嚐過落敗的滋味，跌倒再爬起，這一年一個多月，見證了民進黨的超強韌性。",politics
general_0009,"3月16日，帶您回顧歷史上的今天，1979年3月16日，中國將駐紮在越南境內的軍隊完全撤出，結束了中越戰爭。1990年3月16日，學生與民眾在中正紀念堂前靜坐，提出解散國民大會、廢除臨時條款等訴求，為野百合學運拉開序幕。1979年3月16日，中國從越南撤軍，結束從當年2月17日開始的中越戰爭。這場歷時29天的戰爭，起源於1975年，中國與越南對南海領土的糾紛，1978年開始，衝突更加白熱化，1979年2月中國人民解放軍進入越南，到3月16日雖然撤軍，戰後數十年，兩國仍有零星的邊境衝突。1990年3月16日，為了抗議國大代表擴張職權、自行延長任期的作法，學生與民眾開始聚集在中正紀念堂前抗議，提出解散國民大會、廢除臨時條款等四大訴求，也有學生發起簽名運動，為「野百合學運」拉開序幕。",general
general_0010,"3月18日，帶您回顧歷史上的今天，1980年3月18日，軍事法庭第一次開庭審理高雄美麗島事件。2000年3月18日，陳水扁當選總統，是台灣第一次的政黨輪替。1980年3月18日，軍事法庭開庭審理1979年底在高雄發生的美麗島事件。姚嘉文等8人被以叛亂罪起訴，在長達9天的審訊後，全部被判12年以上的徒刑。一直到1990年，前總統李登輝才簽署了特赦令。這次開庭中的被告與辯護律師，集結了包含陳水扁等黨外人士，也為日後民進黨的創立，打下了基礎。2000年3月18日，陳水扁與呂秀蓮搭檔，擊敗代表國民黨的連戰和蕭萬長、以及無黨籍的宋楚瑜和張昭雄，贏得了總統大選，台灣政壇迎來了第一次的政黨輪替。時任參謀總長的湯曜明上將，也代表國軍，向新產生的總統宣誓效忠。",general
